id,name,category,brand,tags
item_1672,Infino Vanilla Almond Caramel Ice Cream Stick,Fresh Produce 🍅,Fresh Produce,infino vanilla almond caramel ice cream stick vegetables fresh
item_1673,Grameen Calcutta Paan Kulfi Stick,Fresh Produce 🍅,Fresh Produce,grameen calcutta paan kulfi stick vegetables fresh
item_1674,Baskin Robbins Mississipi Mud Ice Cream Stick (65 ml),Fresh Produce 🍅,Fresh Produce,baskin robbins mississipi mud ice cream stick vegetables fresh
item_1675,Grameen Shahi Gulkand Kulfi Stick,Fresh Produce 🍅,Fresh Produce,grameen shahi gulkand kulfi stick vegetables fresh
item_1676,"Noto Strawberry Raspberry Ice Cream Stick Pops (Zero Added Sugar, Low Calorie) (70 ml)",Fresh Produce 🍅,Fresh Produce,"noto strawberry raspberry ice cream stick pops (zero added sugar, low calorie) vegetables fresh"
item_1677,London Dairy Chocolate Almond Ice Cream Stick (110 ml),Fresh Produce 🍅,Fresh Produce,london dairy chocolate almond ice cream stick vegetables fresh
item_1678,London Dairy Berry's & Cream Ice Cream Stick (100 ml),Fresh Produce 🍅,Fresh Produce,london dairy berry's & cream ice cream stick vegetables fresh
item_1679,London Dairy Mango Sorbet Ice Cream Stick (100 ml),Fresh Produce 🍅,Fresh Produce,london dairy mango sorbet ice cream stick vegetables fresh
item_1680,Baskin Robbins Almond & Caramel Ice Cream Stick (65 ml),Fresh Produce 🍅,Fresh Produce,baskin robbins almond & caramel ice cream stick vegetables fresh
item_1681,EMOI Notty Buddy Ice Cream Stick (100 ml),Fresh Produce 🍅,Fresh Produce,emoi notty buddy ice cream stick vegetables fresh
item_1682,EMOI Red Velvet Cake Ice Cream Stick (90 ml),Fresh Produce 🍅,Fresh Produce,emoi red velvet cake ice cream stick vegetables fresh
item_1683,"Noto Orange Ice Cream Stick Pops (Zero Added Sugar, Low Calorie) (70 ml)",Fresh Produce 🍅,Fresh Produce,"noto orange ice cream stick pops (zero added sugar, low calorie) vegetables fresh"
item_1684,EMOI Double Chocolate Mousse Ice Cream Stick (100 ml),Fresh Produce 🍅,Fresh Produce,emoi double chocolate mousse ice cream stick vegetables fresh
item_1685,EMOI Vanilicious Ice Cream Stick (100 ml),Fresh Produce 🍅,Fresh Produce,emoi vanilicious ice cream stick vegetables fresh
item_1686,Go Zero Omg Chocolate Bar Vegan Ice Cream Stick,Fresh Produce 🍅,Fresh Produce,go zero omg chocolate bar vegan ice cream stick vegetables fresh
item_1687,London Dairy Chocolate Hazelnut Ice Cream Stick (110 ml),Fresh Produce 🍅,Fresh Produce,london dairy chocolate hazelnut ice cream stick vegetables fresh
item_1688,Noto Pops Mango Coconut Ice Cream Stick Pops (70 ml),Fresh Produce 🍅,Fresh Produce,noto pops mango coconut ice cream stick pops vegetables fresh
item_1689,Noto Chocolate Coffee Fudgesicle Ice Cream Stick (70 ml),Fresh Produce 🍅,Fresh Produce,noto chocolate coffee fudgesicle ice cream stick vegetables fresh
item_1690,Infino Chocolate Hazelnut Ice Cream Stick,Fresh Produce 🍅,Fresh Produce,infino chocolate hazelnut ice cream stick vegetables fresh
item_1691,Noto Chocolate Brownie Ice Cream Stick + Roasted Hazelnut Ice Cream Stick Combo (80 ml + 80 ml),Fresh Produce 🍅,Fresh Produce,noto chocolate brownie ice cream stick + roasted hazelnut ice cream stick combo vegetables fresh
item_1692,Noto Chocolate Brownie Ice Cream Stick - Pack of 2,Fresh Produce 🍅,Fresh Produce,noto chocolate brownie ice cream stick - pack of 2 vegetables fresh
item_1693,London Dairy Belgian Chocolate Ice Cream Stick (110 ml),Fresh Produce 🍅,Fresh Produce,london dairy belgian chocolate ice cream stick vegetables fresh
item_1694,The Brooklyn Creamery The OG Vanilla Ice Cream Stick (1 piece (55 ml)),Fresh Produce 🍅,Fresh Produce,the brooklyn creamery the og vanilla ice cream stick vegetables fresh
item_1695,The Brooklyn Creamery Double Mango Natural Fruit Juice Ice Cream Stick (1 piece (45 ml)),Fresh Produce 🍅,Fresh Produce,the brooklyn creamery double mango natural fruit juice ice cream stick vegetables fresh
item_1696,The Brooklyn Creamery Death By Chocolate Ice Cream Stick (1 piece (55 ml)),Fresh Produce 🍅,Fresh Produce,the brooklyn creamery death by chocolate ice cream stick vegetables fresh
item_1697,EMOI Alphon So Ice Cream Stick (100 ml),Fresh Produce 🍅,Fresh Produce,emoi alphon so ice cream stick vegetables fresh
item_1698,EMOI Cherry Bubblegum Ice Cream Stick (100 ml),Fresh Produce 🍅,Fresh Produce,emoi cherry bubblegum ice cream stick vegetables fresh
item_1699,Noto Pops Kaccha Aam Ice Cream Stick Pops (70 ml),Fresh Produce 🍅,Fresh Produce,noto pops kaccha aam ice cream stick pops vegetables fresh
item_1700,Orpat OEH-1220 Element Fan Room Heater (2000 W),Fresh Produce 🍅,Fresh Produce,orpat oeh-1220 element fan room heater (2000 w) vegetables fresh
item_1701,Lifelong Regalia Quartz Room Heater (800 W),Fresh Produce 🍅,Fresh Produce,lifelong regalia quartz room heater (800 w) vegetables fresh
item_1702,"Pigeon Fav Electric Kettle (Silver, 1300 W)",Fresh Produce 🍅,Fresh Produce,"pigeon fav electric kettle (silver, 1300 w) vegetables fresh"
item_1703,Kent Gold Optima Gravity Water Purifier (111016),Fresh Produce 🍅,Fresh Produce,kent gold optima gravity water purifier (111016) vegetables fresh
item_1704,Orient Electric Arc Plus Immersion Rod (1.5KW),Fresh Produce 🍅,Fresh Produce,orient electric arc plus immersion rod (1.5kw) vegetables fresh
item_1705,"Vega Blooming Air Hair Dryer (Pink & White, 1000W, VHDH-05)",Fresh Produce 🍅,Fresh Produce,"vega blooming air hair dryer (pink & white, 1000w, vhdh-05) vegetables fresh"
item_1706,Bajaj Waterproof Immersion Rod (1.5KW),Fresh Produce 🍅,Fresh Produce,bajaj waterproof immersion rod (1.5kw) vegetables fresh
item_1707,Bajaj KTX 1.2 L DLX Electric Kettle (1500 W),Fresh Produce 🍅,Fresh Produce,bajaj ktx 1.2 l dlx electric kettle (1500 w) vegetables fresh
item_1708,"Morphy Richards 9 Fin Oil Filled Room Heater (2000 W, Grey)",Fresh Produce 🍅,Fresh Produce,"morphy richards 9 fin oil filled room heater (2000 w, grey) vegetables fresh"
item_1709,Orient Electric Fabristyle Dry Iron 1100 W (White & Purple),Fresh Produce 🍅,Fresh Produce,orient electric fabristyle dry iron 1100 w (white & purple) vegetables fresh
item_1710,"Philips Skin Protect Beard Trimmer (Blue, 4.5 W)",Fresh Produce 🍅,Fresh Produce,"philips skin protect beard trimmer (blue, 4.5 w) vegetables fresh"
item_1711,Pigeon Zoom Electric Chopper,Fresh Produce 🍅,Fresh Produce,pigeon zoom electric chopper vegetables fresh
item_1712,Bombay Shaving Company Power Play Trimmer (Assorted),Fresh Produce 🍅,Fresh Produce,bombay shaving company power play trimmer (assorted) vegetables fresh
item_1713,Lifelong Wireless Electric Vegetable Slicer & Grater,Fresh Produce 🍅,Fresh Produce,lifelong wireless electric vegetable slicer & grater vegetables fresh
item_1714,"Lifelong Mini Head & Body Massager (Beige and Brown, 4.5W)",Fresh Produce 🍅,Fresh Produce,"lifelong mini head & body massager (beige and brown, 4.5w) vegetables fresh"
item_1715,DesiDiya Kitchen Digital Weighing Scale (White),Fresh Produce 🍅,Fresh Produce,desidiya kitchen digital weighing scale (white) vegetables fresh
item_1716,"Lifelong Non Stick Sandwich Maker (750 W, Black)",Fresh Produce 🍅,Fresh Produce,"lifelong non stick sandwich maker (750 w, black) vegetables fresh"
item_1717,Lifelong Mystical Weight Machine (Multicolor),Fresh Produce 🍅,Fresh Produce,lifelong mystical weight machine (multicolor) vegetables fresh
item_1718,Pigeon Aura Double Walled Electric Kettle (1500 W),Fresh Produce 🍅,Fresh Produce,pigeon aura double walled electric kettle (1500 w) vegetables fresh
item_1719,Havells Rechargeable Zoom Wheel Beard & Moustache Trimmer,Fresh Produce 🍅,Fresh Produce,havells rechargeable zoom wheel beard & moustache trimmer vegetables fresh
item_1720,"Philips Hair Dryer (1200W, HP8120)",Fresh Produce 🍅,Fresh Produce,"philips hair dryer (1200w, hp8120) vegetables fresh"
item_1721,Lifelong Power Pro 500 W Mixer Grinder (Black),Fresh Produce 🍅,Fresh Produce,lifelong power pro 500 w mixer grinder (black) vegetables fresh
item_1722,Wonderchef Nutri-Cup Portable 40 W Hand Blender (Blue),Fresh Produce 🍅,Fresh Produce,wonderchef nutri-cup portable 40 w hand blender (blue) vegetables fresh
item_1723,Lifelong LLIMR02 Infinia Plus Immersion Rod (1500W),Fresh Produce 🍅,Fresh Produce,lifelong llimr02 infinia plus immersion rod (1500w) vegetables fresh
item_1724,"Prestige Grill Sandwich Toaster with Fixed Grill Plates (800 W, Black)",Fresh Produce 🍅,Fresh Produce,"prestige grill sandwich toaster with fixed grill plates (800 w, black) vegetables fresh"
item_1725,Philips Trimmer (BT1233/18),Fresh Produce 🍅,Fresh Produce,philips trimmer (bt1233/18) vegetables fresh
item_1726,Wonderchef Nutri-Cup Portable 40 W Hand Blender (Pink),Fresh Produce 🍅,Fresh Produce,wonderchef nutri-cup portable 40 w hand blender (pink) vegetables fresh
item_1727,Havells Tempter Dry Iron Tempter 1000W,Fresh Produce 🍅,Fresh Produce,havells tempter dry iron tempter 1000w vegetables fresh
item_1728,Havells Flare Steam Iron with Teflon Coated Sole Plate 1250 W (Purple),Fresh Produce 🍅,Fresh Produce,havells flare steam iron with teflon coated sole plate 1250 w (purple) vegetables fresh
item_1729,"Vega Adore Hair Straightener (35 W, VHSH-18)",Fresh Produce 🍅,Fresh Produce,"vega adore hair straightener (35 w, vhsh-18) vegetables fresh"
item_1730,Bombay Shaving Company Power Styler OG Beard Trimmer,Fresh Produce 🍅,Fresh Produce,bombay shaving company power styler og beard trimmer vegetables fresh
item_1731,"Agaro Professional Volumizer Hair Dryer (Black, 1200 W)",Fresh Produce 🍅,Fresh Produce,"agaro professional volumizer hair dryer (black, 1200 w) vegetables fresh"
item_1732,Kent Super Egg Boiler (400W),Fresh Produce 🍅,Fresh Produce,kent super egg boiler (400w) vegetables fresh
item_1733,Wonderchef Nutri-Blend 400 W Blender Grinder Mixer (Black),Fresh Produce 🍅,Fresh Produce,wonderchef nutri-blend 400 w blender grinder mixer (black) vegetables fresh
item_1734,beatXP Smart Bluetooth BMI Weight Machine (Black),Fresh Produce 🍅,Fresh Produce,beatxp smart bluetooth bmi weight machine (black) vegetables fresh
item_1735,"Pigeon Stovekraft 2 Slice Auto Pop-up Toaster (750W, Black)",Fresh Produce 🍅,Fresh Produce,"pigeon stovekraft 2 slice auto pop-up toaster (750w, black) vegetables fresh"
item_1736,"Lifelong Flash Instant Water Heater (3 l, 3000W)",Fresh Produce 🍅,Fresh Produce,"lifelong flash instant water heater (3 l, 3000w) vegetables fresh"
item_1737,Pigeon Brio Induction Cooktop,Fresh Produce 🍅,Fresh Produce,pigeon brio induction cooktop vegetables fresh
item_1738,Vega SmartOne Series - S1 Trimmer,Fresh Produce 🍅,Fresh Produce,vega smartone series - s1 trimmer vegetables fresh
item_1739,Lifelong Regalia Power Nutri 450 W Mixer Grinder (Black),Fresh Produce 🍅,Fresh Produce,lifelong regalia power nutri 450 w mixer grinder (black) vegetables fresh
item_1740,"Vega P1 Battery Powered Trimmer (160 mins Runtime, VHTH-25)",Fresh Produce 🍅,Fresh Produce,"vega p1 battery powered trimmer (160 mins runtime, vhth-25) vegetables fresh"
item_1741,Goldmedal Aqua Ding Dong Door Bell (White),Fresh Produce 🍅,Fresh Produce,goldmedal aqua ding dong door bell (white) vegetables fresh
item_1742,Lifelong Flexible Hand Jet (Silver),Fresh Produce 🍅,Fresh Produce,lifelong flexible hand jet (silver) vegetables fresh
item_1743,Bombae 6-in-1 Sensitive Areas Trimmer,Fresh Produce 🍅,Fresh Produce,bombae 6-in-1 sensitive areas trimmer vegetables fresh
item_1744,Agaro Atom Electric Handheld Full Body Massager (Black),Fresh Produce 🍅,Fresh Produce,agaro atom electric handheld full body massager (black) vegetables fresh
item_1745,Lifelong ABS Health Faucet With SS-304 Grade Hand Jet,Fresh Produce 🍅,Fresh Produce,lifelong abs health faucet with ss-304 grade hand jet vegetables fresh
item_1746,"Philips Multi Grooming Kit (Black, MG3710/65)",Fresh Produce 🍅,Fresh Produce,"philips multi grooming kit (black, mg3710/65) vegetables fresh"
item_1747,Lifelong Handheld Full Body Electric Massager (Brown),Fresh Produce 🍅,Fresh Produce,lifelong handheld full body electric massager (brown) vegetables fresh
item_1748,"Vega Pro-Xpert Hair Dryer (Black, 2200W, VHDP-03)",Fresh Produce 🍅,Fresh Produce,"vega pro-xpert hair dryer (black, 2200w, vhdp-03) vegetables fresh"
item_1749,Philips Easy Speed Steam Iron 1440 W (Blue),Fresh Produce 🍅,Fresh Produce,philips easy speed steam iron 1440 w (blue) vegetables fresh
item_1750,Lifelong Rechargeable Nose & Ear Trimmer,Fresh Produce 🍅,Fresh Produce,lifelong rechargeable nose & ear trimmer vegetables fresh
item_1751,"Philips Cordless Trimmer (Black, BT3302/15)",Fresh Produce 🍅,Fresh Produce,"philips cordless trimmer (black, bt3302/15) vegetables fresh"
item_1752,Kent Smart Chef Egg Boiler (360 W),Fresh Produce 🍅,Fresh Produce,kent smart chef egg boiler (360 w) vegetables fresh
item_1753,"Philips Viva Collection Induction Cooktop (2100 W, Black) (Black)",Fresh Produce 🍅,Fresh Produce,"philips viva collection induction cooktop (2100 w, black) (black) vegetables fresh"
item_1754,Agaro Primo Digital Tyre Inflator (120 W),Fresh Produce 🍅,Fresh Produce,agaro primo digital tyre inflator (120 w) vegetables fresh
item_1755,"Vega 3 in 1 Keratin Hair Styler (Rose Gold, VHSCC-03)",Fresh Produce 🍅,Fresh Produce,"vega 3 in 1 keratin hair styler (rose gold, vhscc-03) vegetables fresh"
item_1756,"Philips 50 Watts Hair Straightener (With Keratin-Infused Bristles, Black)",Fresh Produce 🍅,Fresh Produce,"philips 50 watts hair straightener (with keratin-infused bristles, black) vegetables fresh"
item_1757,Bajaj New Shakti Neo 15L Storage Water Heater (2000 W),Fresh Produce 🍅,Fresh Produce,bajaj new shakti neo 15l storage water heater (2000 w) vegetables fresh
item_1758,"Philips Beard Trimmer (Green, BT1230/15)",Fresh Produce 🍅,Fresh Produce,"philips beard trimmer (green, bt1230/15) vegetables fresh"
item_1759,Lifelong LLHF25 2.5 l Air Fryer (White),Fresh Produce 🍅,Fresh Produce,lifelong llhf25 2.5 l air fryer (white) vegetables fresh
item_1760,"Havells HS4104 Hair Straightener with Ceramic Coating (Pink, 37 W - 44 W)",Fresh Produce 🍅,Fresh Produce,"havells hs4104 hair straightener with ceramic coating (pink, 37 w - 44 w) vegetables fresh"
item_1761,Xiaomi Grooming Kit,Fresh Produce 🍅,Fresh Produce,xiaomi grooming kit vegetables fresh
item_1762,Pigeon Healthifry Digital Air Fryer (Green),Fresh Produce 🍅,Fresh Produce,pigeon healthifry digital air fryer (green) vegetables fresh
item_1763,Amazon Lite Fire TV Stick with Alexa Voice Remote Lite,Fresh Produce 🍅,Fresh Produce,amazon lite fire tv stick with alexa voice remote lite vegetables fresh
item_1764,Amazon Fire 3rd Generation TV Stick with Alexa Voice Remote,Fresh Produce 🍅,Fresh Produce,amazon fire 3rd generation tv stick with alexa voice remote vegetables fresh
item_1765,Borosil Smartmix 300 W Hand Mixer - BB11 (Black),Fresh Produce 🍅,Fresh Produce,borosil smartmix 300 w hand mixer - bb11 (black) vegetables fresh
item_1766,Lifelong Regalia 150 W Hand Mixer (Black),Fresh Produce 🍅,Fresh Produce,lifelong regalia 150 w hand mixer (black) vegetables fresh
item_1767,Lifelong Rechargeable Body Trimmer,Fresh Produce 🍅,Fresh Produce,lifelong rechargeable body trimmer vegetables fresh
item_1768,"Havells HC4025 Hair Dryer and Hair Straightener Combo (Purple, 1200 W)",Fresh Produce 🍅,Fresh Produce,"havells hc4025 hair dryer and hair straightener combo (purple, 1200 w) vegetables fresh"
item_1769,Philips Hair Straightener HP8302/06 (Black),Fresh Produce 🍅,Fresh Produce,philips hair straightener hp8302/06 (black) vegetables fresh
item_1770,Lifelong Cordless Beard Trimmer,Fresh Produce 🍅,Fresh Produce,lifelong cordless beard trimmer vegetables fresh
item_1771,"Pigeon Stovekraft Joy Electric Rice Cooker Stainless Steel, 1 l (White)",Fresh Produce 🍅,Fresh Produce,"pigeon stovekraft joy electric rice cooker stainless steel, 1 l (white) vegetables fresh"
item_1772,Philips Smart Buzz Ding Dong Door Bell (Blue),Fresh Produce 🍅,Fresh Produce,philips smart buzz ding dong door bell (blue) vegetables fresh
item_1773,Agaro Soft And Durable Callus Remover,Fresh Produce 🍅,Fresh Produce,agaro soft and durable callus remover vegetables fresh
item_1774,Philips Steam Iron With Linished Soleplate 1200 W (Blue),Fresh Produce 🍅,Fresh Produce,philips steam iron with linished soleplate 1200 w (blue) vegetables fresh
item_1775,"Vega Miss Versatile 3 in 1 Hair Styling Kit Combo - Dryer + Straightener + Curler - (Black & Gold, 1000 W) (1 set (3 pieces))",Fresh Produce 🍅,Fresh Produce,"vega miss versatile 3 in 1 hair styling kit combo - dryer + straightener + curler - (black & gold, 1000 w) vegetables fresh"
item_1776,"Winston Rechargeable 3 in 1 Eyebrow, Body & Bikini Trimmer (Pink)",Fresh Produce 🍅,Fresh Produce,"winston rechargeable 3 in 1 eyebrow, body & bikini trimmer (pink) vegetables fresh"
item_1777,Philips Handheld Garment Steamer 900 W (White & Black),Fresh Produce 🍅,Fresh Produce,philips handheld garment steamer 900 w (white & black) vegetables fresh
item_1778,"Wonderchef Griller Toaster Oven (650W, Red)",Fresh Produce 🍅,Fresh Produce,"wonderchef griller toaster oven (650w, red) vegetables fresh"
item_1779,"Morphy Richards Stylist Care Hair Dryer (2200 W, HD222DC)",Fresh Produce 🍅,Fresh Produce,"morphy richards stylist care hair dryer (2200 w, hd222dc) vegetables fresh"
item_1780,Winston Rechargeable 2 In 1 Face & Eyebrow Trimmer for Women (Green),Fresh Produce 🍅,Fresh Produce,winston rechargeable 2 in 1 face & eyebrow trimmer for women (green) vegetables fresh
item_1781,Morphy Richards Kingsman Pro 12-in-1 Body Groomer (BG3509),Fresh Produce 🍅,Fresh Produce,morphy richards kingsman pro 12-in-1 body groomer (bg3509) vegetables fresh
item_1782,Bajaj Popular Dry Iron 1000 W,Fresh Produce 🍅,Fresh Produce,bajaj popular dry iron 1000 w vegetables fresh
item_1783,Philips ‎HL7756/00 750 W Mixer Grinder (Black),Fresh Produce 🍅,Fresh Produce,philips ‎hl7756/00 750 w mixer grinder (black) vegetables fresh
item_1784,Lifelong Dry Iron LLDI18 1000W (Black),Fresh Produce 🍅,Fresh Produce,lifelong dry iron lldi18 1000w (black) vegetables fresh
item_1785,"Havells Beard Trimmer (Grey, BT5100C)",Fresh Produce 🍅,Fresh Produce,"havells beard trimmer (grey, bt5100c) vegetables fresh"
item_1786,Bajaj Majesty DX 7 Dry Iron 1000 W (White),Fresh Produce 🍅,Fresh Produce,bajaj majesty dx 7 dry iron 1000 w (white) vegetables fresh
item_1787,Agaro Signify Handheld Garment Steamer 1500 W (Blue),Fresh Produce 🍅,Fresh Produce,agaro signify handheld garment steamer 1500 w (blue) vegetables fresh
item_1788,Philips Miss Fresher's Hair Styling Kit (1000 W) (1 pack),Fresh Produce 🍅,Fresh Produce,philips miss fresher's hair styling kit (1000 w) vegetables fresh
item_1789,Winston Rechargeable Callus Remover for Feet with 2 Heads (White),Fresh Produce 🍅,Fresh Produce,winston rechargeable callus remover for feet with 2 heads (white) vegetables fresh
item_1790,"Philips Touch-up Trimmer (Eyebrows, Facial & Body)",Fresh Produce 🍅,Fresh Produce,"philips touch-up trimmer (eyebrows, facial & body) vegetables fresh"
item_1791,Havells Adjustable Beard & Moustache Trimmer (BT9005),Fresh Produce 🍅,Fresh Produce,havells adjustable beard & moustache trimmer (bt9005) vegetables fresh
item_1792,"Xiaomi 4 lite Air Purifier (‎33 W, AC-M17-SC)",Fresh Produce 🍅,Fresh Produce,"xiaomi 4 lite air purifier (‎33 w, ac-m17-sc) vegetables fresh"
item_1793,Lifelong Regalia Stainless Steel Egg Boiler (360W),Fresh Produce 🍅,Fresh Produce,lifelong regalia stainless steel egg boiler (360w) vegetables fresh
item_1794,Prestige PMC 1.0 PLUS Multi Cooker 1L,Fresh Produce 🍅,Fresh Produce,prestige pmc 1.0 plus multi cooker 1l vegetables fresh
item_1795,Goldmedal Polygon Door Bell (White),Fresh Produce 🍅,Fresh Produce,goldmedal polygon door bell (white) vegetables fresh
item_1796,Prestige PRWO 1.8-2 Electric Rice Cooker (White),Fresh Produce 🍅,Fresh Produce,prestige prwo 1.8-2 electric rice cooker (white) vegetables fresh
item_1797,"Morphy Richards Estella Hair Straightener (38 W, HS1000)",Fresh Produce 🍅,Fresh Produce,"morphy richards estella hair straightener (38 w, hs1000) vegetables fresh"
item_1798,"Bajaj ‎Pygmy USB Rechargeable Mini Fan (‎Cerulean Blue, 10 W)",Fresh Produce 🍅,Fresh Produce,"bajaj ‎pygmy usb rechargeable mini fan (‎cerulean blue, 10 w) vegetables fresh"
item_1799,Philips Dry Iron 1000 W (White),Fresh Produce 🍅,Fresh Produce,philips dry iron 1000 w (white) vegetables fresh
item_1800,"Havells Men's Grooming Kit (Grey, GS6532) (1 pack)",Fresh Produce 🍅,Fresh Produce,"havells men's grooming kit (grey, gs6532) vegetables fresh"
item_1801,Agaro Supreme High Pressure Washer (1800W),Fresh Produce 🍅,Fresh Produce,agaro supreme high pressure washer (1800w) vegetables fresh
item_1802,Philips Induction Cooktop with Feather Touch Control (Black),Fresh Produce 🍅,Fresh Produce,philips induction cooktop with feather touch control (black) vegetables fresh
item_1803,Black + Decker Steam Iron 2200W (Red & Grey),Fresh Produce 🍅,Fresh Produce,black + decker steam iron 2200w (red & grey) vegetables fresh
item_1804,"Morphy Richards Keraflow Hair Straightener (42 W, HS3500)",Fresh Produce 🍅,Fresh Produce,"morphy richards keraflow hair straightener (42 w, hs3500) vegetables fresh"
item_1805,Dyson Cool Gen1 Air Purifier (50 W),Fresh Produce 🍅,Fresh Produce,dyson cool gen1 air purifier (50 w) vegetables fresh
item_1806,Atomberg Ikano 1200 mm BLDC Ceiling Fan (Glossy Black),Fresh Produce 🍅,Fresh Produce,atomberg ikano 1200 mm bldc ceiling fan (glossy black) vegetables fresh
item_1807,Spartan Hunter Rechargeable Mosquito Resistant Electric Bat (Multicolour),Fresh Produce 🍅,Fresh Produce,spartan hunter rechargeable mosquito resistant electric bat (multicolour) vegetables fresh
item_1808,Orient Electric Quartz Room Heater (800 W),Fresh Produce 🍅,Fresh Produce,orient electric quartz room heater (800 w) vegetables fresh
item_1809,"Maharaja Whiteline Quato Room Heater (800W, Grey)",Fresh Produce 🍅,Fresh Produce,"maharaja whiteline quato room heater (800w, grey) vegetables fresh"
item_1810,"Bajaj Blow Hot Fan Room Heater (2000 W, 267240)",Fresh Produce 🍅,Fresh Produce,"bajaj blow hot fan room heater (2000 w, 267240) vegetables fresh"
item_1811,Prestige Electric Kettle (1500 W),Fresh Produce 🍅,Fresh Produce,prestige electric kettle (1500 w) vegetables fresh
item_1812,Agaro Premium Electric Hot Water Bag (Purple),Fresh Produce 🍅,Fresh Produce,agaro premium electric hot water bag (purple) vegetables fresh
item_1813,Agaro Rechargeable Lint Remover (5 W),Fresh Produce 🍅,Fresh Produce,agaro rechargeable lint remover (5 w) vegetables fresh
item_1814,"Havells Hair Dryer (Turquoise Blue, White, 1200 W, HD3151)",Fresh Produce 🍅,Fresh Produce,"havells hair dryer (turquoise blue, white, 1200 w, hd3151) vegetables fresh"
item_1815,Pigeon Favourite Induction Cooktop (1800 W) (Black),Fresh Produce 🍅,Fresh Produce,pigeon favourite induction cooktop (1800 w) (black) vegetables fresh
item_1816,"Agaro HD1214 Hair Dryer with Overheat Protection (Black, 1400 W)",Fresh Produce 🍅,Fresh Produce,"agaro hd1214 hair dryer with overheat protection (black, 1400 w) vegetables fresh"
item_1817,Lifelong Electric Kettle - 1.5 l (1500W),Fresh Produce 🍅,Fresh Produce,lifelong electric kettle - 1.5 l (1500w) vegetables fresh
item_1818,Airwick Air Freshener Kit (Machine + Summer Delights Refill) (250 ml),Fresh Produce 🍅,Fresh Produce,airwick air freshener kit (machine + summer delights refill) vegetables fresh
item_1819,Godrej Aer Power Pocket Air Freshener (Assorted) (1 set (3 pieces)),Fresh Produce 🍅,Fresh Produce,godrej aer power pocket air freshener (assorted) vegetables fresh
item_1820,Odonil Bathroom Air Freshener Blocks - Mixed Fragrances (4 x 48 g) - Pack of 4 (4 x 48 g),Fresh Produce 🍅,Fresh Produce,odonil bathroom air freshener blocks - mixed fragrances (4 x 48 g) - pack of 4 vegetables fresh
item_1821,Odonil Gel Pocket Mix Air Freshener (1 pack (10 g x 3 pieces)),Fresh Produce 🍅,Fresh Produce,odonil gel pocket mix air freshener vegetables fresh
item_1822,Godrej Aer Power Pocket Bathroom Fragrance (Lavender Bloom) (10 g),Fresh Produce 🍅,Fresh Produce,godrej aer power pocket bathroom fragrance (lavender bloom) vegetables fresh
item_1823,Odonil Gel Pocket Wild Forest Air Freshener (10 g),Fresh Produce 🍅,Fresh Produce,odonil gel pocket wild forest air freshener vegetables fresh
item_1824,Odonil Lavender Mist Room Freshener - Pack of 2,Fresh Produce 🍅,Fresh Produce,odonil lavender mist room freshener - pack of 2 vegetables fresh
item_1825,Godrej Aer Matic Air Freshener - Cool Surf Blue (225 ml),Fresh Produce 🍅,Fresh Produce,godrej aer matic air freshener - cool surf blue vegetables fresh
item_1826,Godrej Aer Power Pocket - Sea Breeze Room Freshener (10 g),Fresh Produce 🍅,Fresh Produce,godrej aer power pocket - sea breeze room freshener vegetables fresh
item_1827,Airwick Air Freshener (Lavender & Lotus) (245 ml),Fresh Produce 🍅,Fresh Produce,airwick air freshener (lavender & lotus) vegetables fresh
item_1828,Godrej Aer Power Pocket Air Freshener - Pack of 5 (5 x 10 g),Fresh Produce 🍅,Fresh Produce,godrej aer power pocket air freshener - pack of 5 vegetables fresh
item_1829,Godrej Aer Matic Air Freshener - Violet Valley Bloom (225 ml),Fresh Produce 🍅,Fresh Produce,godrej aer matic air freshener - violet valley bloom vegetables fresh
item_1830,Odonil Gel Pocket Floral Valley Air Freshener (10 g),Fresh Produce 🍅,Fresh Produce,odonil gel pocket floral valley air freshener vegetables fresh
item_1831,Odonil Zipper Room Freshener (3 x 10 g),Fresh Produce 🍅,Fresh Produce,odonil zipper room freshener vegetables fresh
item_1832,Godrej Aer Cool Surf Blue Room Freshener + Godrej Aer Morning Misty Meadows Air Freshener Combo (220 ml + 220 ml),Fresh Produce 🍅,Fresh Produce,godrej aer cool surf blue room freshener + godrej aer morning misty meadows air freshener combo vegetables fresh
item_1833,Godrej Aer Power Pocket Berry Rush Air Freshener (10 g),Fresh Produce 🍅,Fresh Produce,godrej aer power pocket berry rush air freshener vegetables fresh
item_1834,Godrej Aer O - Hanging Car Freshener (Cool Aqua) (7.5 g),Fresh Produce 🍅,Fresh Produce,godrej aer o - hanging car freshener (cool aqua) vegetables fresh
item_1835,Godrej Aer Musk After Smoke Room Freshener (220 ml),Fresh Produce 🍅,Fresh Produce,godrej aer musk after smoke room freshener vegetables fresh
item_1836,CamPure 100% Organic Cone Camphor / Kapur (60 g),Fresh Produce 🍅,Fresh Produce,campure 100% organic cone camphor / kapur vegetables fresh
item_1837,Godrej Aer O – Hanging Car Freshener (Rose Blossom) (7.5 g),Fresh Produce 🍅,Fresh Produce,godrej aer o – hanging car freshener (rose blossom) vegetables fresh
item_1838,Airwick Freshmatic Automatic Air Freshener Refill (Lavender & Lotus) (250 ml),Fresh Produce 🍅,Fresh Produce,airwick freshmatic automatic air freshener refill (lavender & lotus) vegetables fresh
